Complaint_No,Weapon_Type
20110401215704,"Personal Weapons (hands,feet,teeth,etc.)"
20110401220906,"Personal Weapons (hands,feet,teeth,etc.)"
20110401233804,Other Weapon                            
20110402011500,Handgun                                 
20110402013502,"Personal Weapons (hands,feet,teeth,etc.)"
20110402014503,Other Weapon                            
20110402020700,Handgun                                 
20110402020802,"Personal Weapons (hands,feet,teeth,etc.)"
20110402021900,Knife                                   
20110402022600,"Personal Weapons (hands,feet,teeth,etc.)"
20110402023507,"Personal Weapons (hands,feet,teeth,etc.)"
20110402024403,Vehicle                                 
20110402033201,"Personal Weapons (hands,feet,teeth,etc.)"
20110402040701,Not Applicable/None                     
20110402045201,"Personal Weapons (hands,feet,teeth,etc.)"
20110402054600,Knife                                   
20110402092204,Handgun                                 
20110402105702,Not Applicable/None                     
20110402113200,Handgun                                 
20110402122400,Other Weapon                            
20110402122701,"Personal Weapons (hands,feet,teeth,etc.)"
20110402122702,"Personal Weapons (hands,feet,teeth,etc.)"
20110402124101,"Personal Weapons (hands,feet,teeth,etc.)"
20110402125500,"Personal Weapons (hands,feet,teeth,etc.)"
20110402135701,"Personal Weapons (hands,feet,teeth,etc.)"
20110402135701,Other Weapon                            
20110402141501,"Personal Weapons (hands,feet,teeth,etc.)"
20110402141600,"Personal Weapons (hands,feet,teeth,etc.)"
20110402143500,Shotgun                                 
20110402150901,"Personal Weapons (hands,feet,teeth,etc.)"
20110402155706,"Personal Weapons (hands,feet,teeth,etc.)"
20110402172200,Handgun                                 
20110402172302,"Personal Weapons (hands,feet,teeth,etc.)"
20110402175302,Handgun                                 
20110402214800,Handgun                                 
20110402220801,Handgun                                 
20110402222402,"Personal Weapons (hands,feet,teeth,etc.)"
20110402224000,Handgun                                 
20110402224903,"Personal Weapons (hands,feet,teeth,etc.)"
20110402225502,"Personal Weapons (hands,feet,teeth,etc.)"
20110402231905,Puncturing Tool/Device                  
20110402232503,Handgun                                 
20110402233402,Handgun                                 
20110402233501,"Personal Weapons (hands,feet,teeth,etc.)"
20110403002402,"Personal Weapons (hands,feet,teeth,etc.)"
20110403003003,"Personal Weapons (hands,feet,teeth,etc.)"
20110403003602,"Personal Weapons (hands,feet,teeth,etc.)"
20110403004703,Knife                                   
20110403004703,Other Weapon                            
20110403004703,"Personal Weapons (hands,feet,teeth,etc.)"
20110403010205,"Personal Weapons (hands,feet,teeth,etc.)"
20110403011602,"Personal Weapons (hands,feet,teeth,etc.)"
20110403013401,"Personal Weapons (hands,feet,teeth,etc.)"
20110403014301,"Personal Weapons (hands,feet,teeth,etc.)"
20110403021001,"Personal Weapons (hands,feet,teeth,etc.)"
20110403021903,"Personal Weapons (hands,feet,teeth,etc.)"
20110403023201,"Personal Weapons (hands,feet,teeth,etc.)"
20110403023301,"Personal Weapons (hands,feet,teeth,etc.)"
20110403024200,Handgun                                 
20110403024400,"Personal Weapons (hands,feet,teeth,etc.)"
20110403031300,Handgun                                 
20110403034101,"Personal Weapons (hands,feet,teeth,etc.)"
20110403035900,"Personal Weapons (hands,feet,teeth,etc.)"
20110403071701,"Personal Weapons (hands,feet,teeth,etc.)"
20110403084300,Other Weapon                            
20110403092604,"Personal Weapons (hands,feet,teeth,etc.)"
20110403112002,Handgun                                 
20110403113602,Not Applicable/None                     
20110403121400,Not Applicable/None                     
20110403132600,"Personal Weapons (hands,feet,teeth,etc.)"
20110403134000,"Personal Weapons (hands,feet,teeth,etc.)"
20110403134901,"Personal Weapons (hands,feet,teeth,etc.)"
20110403151502,"Personal Weapons (hands,feet,teeth,etc.)"
20110403155900,"Personal Weapons (hands,feet,teeth,etc.)"
20110403161701,"Personal Weapons (hands,feet,teeth,etc.)"
20110403164503,"Personal Weapons (hands,feet,teeth,etc.)"
20110403174002,"Personal Weapons (hands,feet,teeth,etc.)"
20110403200604,Other Weapon                            
20110403204305,"Personal Weapons (hands,feet,teeth,etc.)"
20110403205000,"Personal Weapons (hands,feet,teeth,etc.)"
20110403213800,Handgun                                 
20110403214802,"Personal Weapons (hands,feet,teeth,etc.)"
20110403222900,"Personal Weapons (hands,feet,teeth,etc.)"
20110403223301,Not Applicable/None                     
20110403224900,"Blunt Object(club,hammer,etc)           "
20110403225200,"Personal Weapons (hands,feet,teeth,etc.)"
20110404012800,"Personal Weapons (hands,feet,teeth,etc.)"
20110404021800,"Personal Weapons (hands,feet,teeth,etc.)"
20110404050101,Unknown/Not Stated                      
20110404052000,Knife                                   
20110404090404,"Personal Weapons (hands,feet,teeth,etc.)"
20110404092203,"Personal Weapons (hands,feet,teeth,etc.)"
20110404100800,"Personal Weapons (hands,feet,teeth,etc.)"
20110404102300,Not Applicable/None                     
20110404104201,"Personal Weapons (hands,feet,teeth,etc.)"
20110404105401,"Personal Weapons (hands,feet,teeth,etc.)"
20110404113203,"Personal Weapons (hands,feet,teeth,etc.)"
20110404113800,"Personal Weapons (hands,feet,teeth,etc.)"
20110404114102,Not Applicable/None                     
20110404140601,"Personal Weapons (hands,feet,teeth,etc.)"
20110404143000,"Personal Weapons (hands,feet,teeth,etc.)"
20110404143402,"Personal Weapons (hands,feet,teeth,etc.)"
20110404150503,"Personal Weapons (hands,feet,teeth,etc.)"
20110404153901,"Personal Weapons (hands,feet,teeth,etc.)"
20110404153903,"Personal Weapons (hands,feet,teeth,etc.)"
20110404164901,"Personal Weapons (hands,feet,teeth,etc.)"
20110404170902,"Personal Weapons (hands,feet,teeth,etc.)"
20110404171301,"Personal Weapons (hands,feet,teeth,etc.)"
20110404172603,"Personal Weapons (hands,feet,teeth,etc.)"
20110404173903,"Personal Weapons (hands,feet,teeth,etc.)"
20110404174000,"Personal Weapons (hands,feet,teeth,etc.)"
20110404175700,"Personal Weapons (hands,feet,teeth,etc.)"
20110404175802,"Personal Weapons (hands,feet,teeth,etc.)"
20110404180802,"Personal Weapons (hands,feet,teeth,etc.)"
20110404201400,"Personal Weapons (hands,feet,teeth,etc.)"
20110404210500,"Personal Weapons (hands,feet,teeth,etc.)"
20110404210503,"Personal Weapons (hands,feet,teeth,etc.)"
20110404210600,"Personal Weapons (hands,feet,teeth,etc.)"
20110404221100,"Personal Weapons (hands,feet,teeth,etc.)"
20110404222302,"Blunt Object(club,hammer,etc)           "
20110404222801,"Personal Weapons (hands,feet,teeth,etc.)"
20110404224600,Handgun                                 
20110404224801,Other Weapon                            
20110404230302,"Personal Weapons (hands,feet,teeth,etc.)"
20110404230401,"Personal Weapons (hands,feet,teeth,etc.)"
20110404234501,"Personal Weapons (hands,feet,teeth,etc.)"
20110404235202,"Personal Weapons (hands,feet,teeth,etc.)"
20110404235901,"Personal Weapons (hands,feet,teeth,etc.)"
20110405011301,"Personal Weapons (hands,feet,teeth,etc.)"
20110405020500,Handgun                                 
20110405024502,"Personal Weapons (hands,feet,teeth,etc.)"
20110405024902,"Blunt Object(club,hammer,etc)           "
20110405061701,"Personal Weapons (hands,feet,teeth,etc.)"
20110405074701,"Personal Weapons (hands,feet,teeth,etc.)"
20110405104703,"Personal Weapons (hands,feet,teeth,etc.)"
20110405105201,"Personal Weapons (hands,feet,teeth,etc.)"
20110405113403,Not Applicable/None                     
20110405114804,"Personal Weapons (hands,feet,teeth,etc.)"
20110405124406,"Personal Weapons (hands,feet,teeth,etc.)"
20110405125704,Knife                                   
20110405130104,Shotgun                                 
20110405132503,Not Applicable/None                     
20110405134202,"Personal Weapons (hands,feet,teeth,etc.)"
20110405134501,Knife                                   
20110405135001,"Personal Weapons (hands,feet,teeth,etc.)"
20110405141303,Other Weapon                            
20110405141903,"Personal Weapons (hands,feet,teeth,etc.)"
20110405143400,Vehicle                                 
20110405143400,"Personal Weapons (hands,feet,teeth,etc.)"
20110405143905,"Personal Weapons (hands,feet,teeth,etc.)"
20110405144401,"Personal Weapons (hands,feet,teeth,etc.)"
20110405152103,"Personal Weapons (hands,feet,teeth,etc.)"
20110405153005,"Personal Weapons (hands,feet,teeth,etc.)"
20110405153503,"Personal Weapons (hands,feet,teeth,etc.)"
20110405154200,"Personal Weapons (hands,feet,teeth,etc.)"
20110405161602,"Personal Weapons (hands,feet,teeth,etc.)"
20110405161602,Handgun                                 
20110405170301,"Personal Weapons (hands,feet,teeth,etc.)"
20110405171100,"Personal Weapons (hands,feet,teeth,etc.)"
20110405172800,"Personal Weapons (hands,feet,teeth,etc.)"
20110405174901,"Personal Weapons (hands,feet,teeth,etc.)"
20110405182804,"Personal Weapons (hands,feet,teeth,etc.)"
20110405191001,"Personal Weapons (hands,feet,teeth,etc.)"
20110405200800,Not Applicable/None                     
20110405204400,"Personal Weapons (hands,feet,teeth,etc.)"
20110405204702,Handgun                                 
20110405210802,"Personal Weapons (hands,feet,teeth,etc.)"
20110405211200,Handgun                                 
20110405212302,"Personal Weapons (hands,feet,teeth,etc.)"
20110405213500,Handgun                                 
20110405215701,"Personal Weapons (hands,feet,teeth,etc.)"
20110405222703,"Personal Weapons (hands,feet,teeth,etc.)"
20110405232602,"Personal Weapons (hands,feet,teeth,etc.)"
20110406001703,"Personal Weapons (hands,feet,teeth,etc.)"
20110406002304,"Personal Weapons (hands,feet,teeth,etc.)"
20110406004801,Other Weapon                            
20110406012001,"Blunt Object(club,hammer,etc)           "
20110406021500,Handgun                                 
20110406025800,Handgun                                 
20110406064700,"Personal Weapons (hands,feet,teeth,etc.)"
20110406074003,"Personal Weapons (hands,feet,teeth,etc.)"
20110406082305,"Personal Weapons (hands,feet,teeth,etc.)"
20110406085600,"Personal Weapons (hands,feet,teeth,etc.)"
20110406091502,"Personal Weapons (hands,feet,teeth,etc.)"
20110406092505,"Personal Weapons (hands,feet,teeth,etc.)"
20110406095800,Knife                                   
20110406101707,"Personal Weapons (hands,feet,teeth,etc.)"
20110406110202,"Personal Weapons (hands,feet,teeth,etc.)"
20110406131804,Handgun                                 
20110406132404,"Personal Weapons (hands,feet,teeth,etc.)"
20110406133500,Unknown/Not Stated                      
20110406143100,"Personal Weapons (hands,feet,teeth,etc.)"
20110406144004,"Personal Weapons (hands,feet,teeth,etc.)"
20110406151400,"Personal Weapons (hands,feet,teeth,etc.)"
20110406155401,Other Weapon                            
20110406155600,"Personal Weapons (hands,feet,teeth,etc.)"
20110406155605,"Blunt Object(club,hammer,etc)           "
20110406172301,Not Applicable/None                     
20110406172904,"Personal Weapons (hands,feet,teeth,etc.)"
20110406181104,Other Weapon                            
20110406183804,"Personal Weapons (hands,feet,teeth,etc.)"
20110406195706,"Personal Weapons (hands,feet,teeth,etc.)"
20110406201100,"Personal Weapons (hands,feet,teeth,etc.)"
20110406201700,"Personal Weapons (hands,feet,teeth,etc.)"
20110406203600,"Personal Weapons (hands,feet,teeth,etc.)"
20110406214400,"Personal Weapons (hands,feet,teeth,etc.)"
20110406215703,"Personal Weapons (hands,feet,teeth,etc.)"
20110406221600,"Personal Weapons (hands,feet,teeth,etc.)"
20110406234102,"Personal Weapons (hands,feet,teeth,etc.)"
20110407000701,"Personal Weapons (hands,feet,teeth,etc.)"
20110407013800,"Personal Weapons (hands,feet,teeth,etc.)"
20110407015502,"Personal Weapons (hands,feet,teeth,etc.)"
20110407034402,"Personal Weapons (hands,feet,teeth,etc.)"
20110407075702,"Blunt Object(club,hammer,etc)           "
20110407075702,"Personal Weapons (hands,feet,teeth,etc.)"
20110407081700,"Personal Weapons (hands,feet,teeth,etc.)"
20110407093305,Knife                                   
20110407095705,"Personal Weapons (hands,feet,teeth,etc.)"
20110407100305,"Personal Weapons (hands,feet,teeth,etc.)"
20110407120503,"Personal Weapons (hands,feet,teeth,etc.)"
20110407135302,Knife                                   
20110407141101,"Personal Weapons (hands,feet,teeth,etc.)"
20110407142601,"Personal Weapons (hands,feet,teeth,etc.)"
20110407143501,"Personal Weapons (hands,feet,teeth,etc.)"
20110407151602,"Personal Weapons (hands,feet,teeth,etc.)"
20110407153303,Knife                                   
20110407153303,"Personal Weapons (hands,feet,teeth,etc.)"
20110407154401,"Blunt Object(club,hammer,etc)           "
20110407155802,"Personal Weapons (hands,feet,teeth,etc.)"
20110407160102,"Personal Weapons (hands,feet,teeth,etc.)"
20110407161701,Handgun                                 
